idx,value
1537,15
1538,18
1539,14
1540,6
1541,-1
1542,1
1543,9
1544,17
1545,15
1546,10
1547,1
1548,-1
1549,5
1550,14
1551,18
1552,13
1553,5
1554,-1
1555,1
1556,9
1557,17
1558,17
1559,8
1560,1
1561,-1
1562,6
1563,14
1564,18
1565,13
1566,4
1567,-2
1568,2
1569,10
1570,17
1571,16
1572,9
1573,1
1574,-1
1575,6
1576,14
1577,18
1578,14
1579,5
1580,0
1581,0
1582,10
1583,17
1584,17
1585,9
1586,0
1587,-2
1588,5
1589,14
1590,19
1591,13
1592,5
1593,-2
1594,1
1595,9
1596,18
1597,17
1598,9
1599,1
1600,0
1601,6
1602,14
1603,17
1604,14
1605,4
1606,-2
1607,1
1608,9
1609,17
1610,16
1611,10
1612,1
1613,-1
1614,6
1615,14
1616,18
1617,14
1618,5
1619,-1
1620,1
1621,10
1622,17
1623,16
1624,9
1625,1
1626,-1
1627,6
1628,14
1629,17
1630,14
1631,5
1632,-1
1633,2
1634,9
1635,17
1636,17
1637,8
1638,1
1639,-1
1640,6
1641,15
1642,18
1643,13
1644,5
1645,-1
1646,1
1647,10
1648,17
1649,17
1650,9
1651,1
1652,0
1653,5
1654,15
1655,18
1656,13
1657,4
1658,0
1659,1
1660,10
1661,17
1662,17
1663,9
1664,1
1665,-1
1666,6
1667,14
1668,18
1669,13
1670,5
1671,-1
1672,2
1673,9
1674,18
1675,16
1676,8
1677,0
1678,0
1679,6
1680,14
1681,18
1682,14
1683,4
1684,-2
1685,1
1686,11
1687,17
1688,16
1689,8
1690,1
1691,0
1692,7
1693,14
1694,18
1695,14
1696,4
1697,-1
1698,1
1699,10
1700,18
1701,16
1702,9
1703,1
1704,-1
1705,6
1706,14
1707,18
1708,13
1709,4
1710,-1
1711,1
1712,10
1713,18
1714,17
1715,8
1716,0
1717,-1
1718,6
1719,14
1720,17
1721,14
1722,4
1723,-1
1724,2
1725,10
1726,17
1727,17
1728,10
1729,0
1730,0
1731,6
1732,13
1733,18
1734,13
1735,5
1736,-1
1737,1
1738,10
1739,17
1740,17
1741,8
1742,0
1743,0
1744,6
1745,14
1746,17
1747,14
1748,5
1749,0
1750,2
1751,10
1752,17
1753,16
1754,8
1755,0
1756,-1
1757,6
1758,14
1759,18
1760,14
1761,4
1762,-2
1763,3
1764,11
1765,17
1766,17
1767,9
1768,1
1769,-1
1770,5
1771,14
1772,17
1773,12
1774,5
1775,-2
1776,1
1777,10
1778,17
1779,16
1780,8
1781,1
1782,-1
1783,6
1784,14
1785,18
1786,13
1787,4
1788,-1
1789,2
1790,10
1791,17
1792,16
1793,8
1794,0
1795,-1
1796,6
1797,16
1798,17
1799,13
1800,3
1801,-1
1802,1
1803,11
1804,17
1805,17
1806,9
1807,1
1808,0
1809,5
1810,14
1811,18
1812,13
1813,5
1814,-1
1815,1
1816,9
1817,17
1818,17
1819,9
1820,1
1821,-1
1822,5
1823,15
1824,18
1825,14
1826,3
1827,-1
1828,3
1829,10
1830,18
1831,16
1832,8
1833,1
1834,-1
1835,6
1836,15
1837,18
1838,13
1839,4
1840,-1
1841,2
1842,11
1843,18
1844,16
1845,8
1846,0
1847,0
1848,6
1849,14
1850,18
1851,12
1852,5
1853,-1
1854,3
1855,11
1856,17
1857,16
1858,8
1859,1
1860,0
1861,5
1862,14
1863,18
1864,13
1865,4
1866,-2
1867,2
1868,11
1869,17
1870,16
1871,8
1872,0
1873,-1
1874,7
1875,14
1876,18
1877,12
1878,3
1879,-1
1880,3
1881,11
1882,17
1883,16
1884,7
1885,0
1886,-1
1887,6
1888,15
1889,19
1890,12
1891,3
1892,-2
1893,3
1894,11
1895,19
1896,17
1897,9
1898,-1
1899,-1
1900,6
1901,15
1902,18
1903,13
1904,5
1905,-2
1906,2
1907,11
1908,17
1909,17
1910,9
1911,0
1912,-1
1913,7
1914,15
1915,18
1916,13
1917,3
1918,-1
1919,2
1920,10
1921,17
1922,16
1923,9
1924,0
1925,0
1926,7
1927,15
1928,17
1929,12
1930,4
1931,-1
1932,3
1933,11
1934,17
1935,16
1936,8
1937,0
1938,0
1939,7
1940,15
1941,19
1942,14
1943,3
1944,-1
1945,1
1946,10
1947,16
1948,15
1949,8
1950,0
1951,0
1952,6
1953,15
1954,18
1955,13
1956,3
1957,-1
1958,2
1959,11
1960,17
1961,17
1962,7
1963,1
1964,0
1965,6
1966,16
1967,18
1968,12
1969,4
1970,-1
1971,3
1972,11
1973,17
1974,16
1975,8
1976,-1
1977,0
1978,7
1979,15
1980,18
1981,12
1982,2
1983,-1
1984,3
1985,11
1986,17
1987,16
1988,7
1989,0
1990,0
1991,8
1992,15
1993,18
1994,12
1995,3
1996,-1
1997,3
1998,10
1999,18
2000,16
2001,8
2002,0
2003,0
2004,8
2005,14
2006,17
2007,12
2008,3
2009,-2
2010,3
2011,11
2012,18
2013,15
2014,7
2015,-1
2016,-1
2017,7
2018,16
2019,18
2020,13
2021,3
2022,-1
2023,2
2024,12
2025,17
2026,16
2027,8
2028,0
2029,-1
2030,7
2031,16
2032,18
2033,13
2034,2
2035,-2
2036,3
2037,11
2038,18
2039,16
2040,7
2041,0
2042,0
2043,7
2044,15
2045,18
2046,12
2047,3
2048,-1
2049,3
2050,10
2051,17
2052,17
2053,8
2054,0
2055,0
2056,7
2057,15
2058,18
2059,12
2060,4
2061,-1
2062,4
2063,11
2064,18
2065,16
2066,7
2067,0
2068,0
2069,7
2070,15
2071,18
2072,13
2073,3
2074,-1
2075,3
2076,11
2077,18
2078,16
2079,7
2080,0
2081,0
2082,7
2083,15
2084,18
2085,12
2086,3
2087,-1
2088,3
2089,12
2090,18
2091,16
2092,7
2093,0
2094,-1
2095,6
2096,16
2097,17
2098,12
2099,2
2100,-1
2101,2
2102,12
2103,18
2104,16
2105,8
2106,0
2107,0
2108,7
2109,16
2110,18
2111,12
2112,4
2113,-1
2114,2
2115,12
2116,18
2117,15
2118,7
2119,0
2120,0
2121,7
2122,16
2123,17
2124,11
2125,3
2126,-1
2127,3
2128,11
2129,17
2130,16
2131,8
2132,0
2133,0
2134,7
2135,16
2136,18
2137,12
2138,3
2139,-1
2140,3
2141,11
2142,18
2143,15
2144,6
2145,0
2146,0
2147,7
2148,15
2149,17
2150,12
2151,3
2152,-1
2153,3
2154,12
2155,17
2156,15
2157,8
2158,0
2159,0
2160,6
2161,15
2162,17
2163,12
2164,2
2165,-2
2166,2
2167,12
2168,18
2169,15
2170,7
2171,0
2172,0
2173,7
2174,15
2175,18
2176,12
2177,3
2178,-1
2179,2
2180,12
2181,18
2182,15
2183,7
2184,0
2185,0
2186,7
2187,16
2188,18
2189,12
2190,3
2191,-1
2192,3
2193,12
2194,17
2195,16
2196,8
2197,-1
2198,1
2199,7
2200,15
2201,18
2202,11
2203,2
2204,-1
2205,3
2206,12
2207,18
2208,16
2209,7
2210,-1
2211,1
2212,7
2213,16
2214,18
2215,12
2216,2
2217,-2
2218,3
2219,13
2220,18
2221,16
2222,6
2223,-1
2224,0
2225,8
2226,15
2227,17
2228,12
2229,3
2230,-1
2231,3
2232,11
2233,18
2234,16
2235,6
2236,0
2237,0
2238,8
2239,16
2240,18
2241,11
2242,2
2243,-1
2244,3
2245,12
2246,18
