# idx,x,y
463,3981,6193
464,-119,-167
465,-4177,-6478
466,-6677,-10355
467,-6677,-10355
468,-4178,-6477
469,-119,-170
470,3981,6191
471,6565,10220
472,6673,10383
473,4271,6645
474,239,388
475,-3887,-6019
476,-6556,-10171
477,-6777,-10513
478,-4464,-6921
479,-474,-727
480,3678,5726
481,6437,10017
482,6768,10532
483,4546,7071
484,598,944
485,-3580,-5549
486,-6422,-9959
487,-6863,-10640
488,-4733,-7339
489,-836,-1281
490,3368,5248
491,6295,9795
492,6840,10643
493,4815,7487
494,955,1500
495,-3267,-5058
496,-6273,-9726
497,-6926,-10743
498,-4995,-7747
499,-1194,-1836
500,3052,4755
501,6132,9542
502,6898,10731
503,5064,7882
504,1310,2052
505,-2939,-4560
506,-6103,-9458
507,-6972,-10821
508,-5242,-8125
509,-1544,-2384
510,2722,4245
511,5954,9266
512,6934,10791
513,5305,8253
514,1661,2596
515,-2615,-4048
516,-5917,-9177
517,-7003,-10862
518,-5478,-8485
519,-1890,-2926
520,2389,3730
521,5766,8966
522,6959,10821
523,5531,8599
524,2010,3132
525,-2271,-3520
526,-5718,-8861
527,-7014,-10878
528,-5695,-8823
529,-2236,-3460
530,2050,3199
531,5560,8641
532,6957,10822
533,5738,8928
534,2351,3664
535,-1932,-2990
536,-5500,-8528
537,-7006,-10866
538,-5895,-9135
539,-2570,-3982
540,1703,2658
541,5333,8297
542,6941,10796
543,5934,9229
544,2683,4185
545,-1583,-2452
546,-5266,-8170
547,-6980,-10826
548,-6078,-9427
549,-2903,-4497
550,1350,2119
551,5091,7929
552,6907,10741
553,6117,9508
554,3006,4688
555,-1233,-1900
556,-5026,-7791
557,-6934,-10754
558,-6248,-9698
559,-3223,-4999
560,998,1567
561,4844,7534
562,6849,10657
563,6277,9763
564,3333,5190
565,-881,-1349
566,-4767,-7396
567,-6870,-10655
568,-6404,-9938
569,-3539,-5491
570,645,1012
571,4581,7121
572,6782,10543
573,6423,9992
574,3644,5673
575,-522,-794
576,-4500,-6972
577,-6789,-10528
578,-6544,-10149
579,-3850,-5963
580,289,460
581,4300,6701
582,6693,10403
583,6554,10195
584,3943,6140
585,-162,-239
586,-4221,-6533
587,-6690,-10374
588,-6666,-10332
589,-4146,-6421
590,-72,-101
591,4013,6250
592,6580,10240
593,6666,10370
594,4231,6593
595,198,322
596,-3923,-6082
597,-6580,-10194
598,-6764,-10494
599,-4432,-6864
600,-433,-660
601,3717,5785
602,6458,10043
603,6759,10508
604,4511,7020
605,555,880
606,-3613,-5611
607,-6443,-9992
608,-6857,-10629
609,-4700,-7287
610,-790,-1211
611,3411,5310
612,6316,9825
613,6836,10631
614,4775,7438
615,913,1432
616,-3304,-5124
617,-6289,-9760
618,-6922,-10729
619,-4963,-7700
620,-1146,-1764
621,3091,4818
622,6155,9575
623,6894,10725
624,5038,7837
625,1267,1986
626,-2983,-4622
627,-6126,-9494
628,-6968,-10804
629,-5211,-8080
630,-1498,-2314
631,2765,4308
632,5984,9306
633,6934,10787
634,5274,8209
635,1618,2531
636,-2654,-4111
637,-5943,-9208
638,-7003,-10857
639,-5448,-8438
640,-1851,-2852
641,2429,3794
642,5786,9002
643,6953,10821
644,5506,8559
645,1970,3067
646,-2321,-3587
647,-5741,-8904
648,-7013,-10873
649,-5669,-8781
650,-2189,-3393
651,2095,3269
652,5581,8687
653,6953,10820
654,5708,8886
655,2306,3598
656,-1980,-3057
657,-5531,-8570
658,-7006,-10862
659,-5869,-9101
660,-2527,-3918
661,1750,2728
662,5365,8338
663,6943,10805
664,5916,9193
665,2643,4121
666,-1628,-2514
667,-5298,-8215
668,-6987,-10830
669,-6062,-9396
670,-2862,-4425
671,1401,2191
672,5129,7974
673,6907,10747
674,6088,9475
675,2969,4628
676,-1278,-1969
677,-5056,-7841
678,-6941,-10763
679,-6229,-9660
680,-3185,-4937
681,1042,1637
682,4877,7592
683,6858,10671
684,6257,9736
685,3292,5127
686,-922,-1418
687,-4802,-7445
688,-6877,-10667
689,-6384,-9904
690,-3505,-5427
691,686,1086
692,4611,7177
693,6789,10562
694,6404,9963
695,3606,5609
696,-562,-858
697,-4530,-7028
698,-6805,-10549
699,-6527,-10120
700,-3806,-5899
701,329,531
702,4337,6753
703,6700,10423
704,6538,10165
705,3900,6080
706,-205,-309
707,-4251,-6594
708,-6706,-10397
709,-6649,-10308
710,-4110,-6368
711,-31,-24
712,4052,6303
713,6597,10262
714,6651,10343
715,4197,6532
716,152,247
717,-3963,-6138
718,-6593,-10224
719,-6754,-10476
720,-4397,-6811
721,-381,-582
722,3756,5848
723,6477,10070
724,6744,10498
725,4475,6967
726,508,812
727,-3659,-5667
728,-6460,-10020
729,-6846,-10611
730,-4673,-7238
731,-744,-1140
732,3448,5371
733,6337,9850
734,6826,10617
735,4745,7384
736,870,1361
737,-3348,-5187
738,-6306,-9783
739,-6915,-10719
740,-4927,-7641
741,-1099,-1694
742,3132,4877
743,6177,9607
744,6885,10712
745,5007,7783
746,1223,1913
747,-3030,-4685
748,-6149,-9528
749,-6964,-10799
750,-5176,-8035
751,-1452,-2243
752,2804,4378
753,6004,9338
754,6927,10780
755,5245,8156
756,1572,2463
757,-2697,-4172
758,-5961,-9249
759,-6997,-10850
760,-5415,-8398
761,-1802,-2786
762,2478,3860
763,5815,9048
764,6957,10816
765,5474,8516
766,1920,3000
767,-2359,-3658
768,-5772,-8949
769,-7013,-10878
770,-5642,-8741
771,-2147,-3316
772,2139,3331
773,5611,8724
774,6961,10822
775,5686,8853
776,2259,3529
777,-2018,-3122
778,-5551,-8620
779,-7010,-10870
780,-5846,-9058
781,-2491,-3850
782,1790,2801
783,5390,8387
784,6945,10800
785,5888,9156
786,2598,4050
787,-1672,-2589
788,-5331,-8261
789,-6985,-10837
790,-6037,-9354
791,-2823,-4368
792,1439,2257
793,5154,8021
794,6914,10761
795,6071,9442
796,2930,4564
797,-1324,-2039
798,-5084,-7886
799,-6948,-10775
800,-6207,-9629
801,-3146,-4868
802,1091,1708
803,4911,7637
804,6866,10680
805,6237,9699
806,3251,5064
807,-966,-1488
808,-4839,-7492
809,-6889,-10683
810,-6370,-9873
811,-3462,-5361
812,738,1157
813,4651,7229
814,6794,10576
815,6390,9936
816,3568,5551
817,-612,-938
818,-4568,-7076
819,-6813,-10563
820,-6514,-10097
821,-3773,-5847
822,376,599
823,4373,6808
824,6715,10443
825,6519,10144
826,3867,6022
827,-249,-380
828,-4291,-6644
829,-6718,-10420
830,-6638,-10293
831,-4069,-6307
832,17,43
833,4088,6365
834,6610,10284
835,6641,10325
836,4161,6474
837,106,176
838,-3997,-6191
839,-6605,-10243
840,-6739,-10459
841,-4359,-6753
842,-341,-510
843,3791,5908
844,6490,10098
845,6735,10477
846,4440,6913
847,463,735
848,-3697,-5728
849,-6476,-10046
850,-6832,-10601
851,-4636,-7182
852,-697,-1073
853,3488,5433
854,6353,9878
855,6819,10605
856,4716,7334
857,819,1290
858,-3385,-5245
859,-6331,-9816
860,-6905,-10708
861,-4904,-7590
862,-1055,-1623
863,3177,4941
864,6203,9639
865,6879,10701
866,4970,7729
867,1173,1841
868,-3069,-4748
869,-6164,-9566
870,-6956,-10790
871,-5150,-7982
872,-1408,-2171
873,2849,4442
874,6031,9373
875,6927,10765
876,5219,8115
877,1531,2388
878,-2741,-4239
879,-5994,-9284
880,-6995,-10847
881,-5386,-8344
882,-1762,-2722
883,2514,3927
884,5839,9087
885,6951,10813
886,5447,8468
887,1874,2929
888,-2401,-3722
889,-5796,-8985
890,-7014,-10876
891,-5610,-8696
892,-2103,-3255
893,2175,3399
894,5636,8766
895,6960,10822
896,5660,8808
897,2224,3460
898,-2064,-3189
899,-5583,-8659
900,-7009,-10870
901,-5821,-9021
902,-2444,-3779
903,1837,2869
904,5414,8433
905,6952,10807
906,5860,9119
907,2558,3988
908,-1716,-2655
909,-5356,-8307
910,-6992,-10843
911,-6017,-9319
912,-2779,-4302
913,1490,2322
914,5182,8066
915,6920,10764
916,6050,9405
917,2891,4498
918,-1366,-2109
919,-5125,-7938
920,-6955,-10780
921,-6190,-9594
922,-3106,-4810
923,1135,1776
924,4939,7686
925,6872,10696
926,6218,9673
927,3210,5003
928,-1010,-1558
929,-4868,-7545
930,-6897,-10696
931,-6346,-9842
932,-3424,-5306
933,778,1229
934,4683,7288
935,6808,10589
936,6371,9908
937,3523,5489
938,-658,-1005
939,-4604,-7134
940,-6827,-10580
941,-6497,-10069
942,-3730,-5787
943,422,666
944,4413,6861
945,6727,10460
946,6504,10115
947,3831,5959
948,-300,-446
949,-4325,-6698
950,-6729,-10437
951,-6619,-10264
952,-4032,-6250
953,63,110
954,4130,6423
955,6626,10307
956,6628,10305
957,4125,6420
958,55,110
959,-4034,-6253
960,-6625,-10265
961,-6731,-10437
962,-4320,-6698
963,-295,-444
964,3830,5966
965,6506,10120
966,6722,10457
967,4406,6859
968,420,666
969,-3734,-5788
970,-6498,-10074
971,-6824,-10578
972,-4600,-7130
973,-654,-1006
974,3528,5490
975,6373,9907
976,6811,10591
977,4679,7283
978,776,1222
979,-3426,-5308
980,-6348,-9851
981,-6896,-10695
982,-4868,-7545
983,-1009,-1558
984,3210,5003
985,6218,9673
986,6872,10696
987,4938,7686
988,1136,1776
989,-3111,-4813
990,-6190,-9604
991,-6955,-10787
992,-5119,-7930
993,-1362,-2107
994,2890,4507
995,6051,9409
996,6919,10762
997,5183,8066
998,1487,2322
999,-2782,-4306
1000,-6017,-9325
1001,-6992,-10839
1002,-5356,-8305
1003,-1712,-2654
1004,2559,3987
1005,5860,9123
1006,6953,10804
1007,5414,8425
1008,1837,2864
1009,-2448,-3787
1010,-5823,-9021
1011,-7005,-10869
1012,-5581,-8655
1013,-2065,-3188
1014,2224,3468
1015,5664,8812
1016,6960,10820
1017,5637,8763
1018,2173,3398
1019,-2106,-3260
1020,-5613,-8704
1021,-7013,-10877
1022,-5793,-8985
1023,-2398,-3716
