264,-5564
265,-6118
266,-6092
267,-5473
268,-4326
269,-2770
270,-949
271,965
272,2775
273,4326
274,5453
275,6059
276,6073
277,5507
278,4400
279,2875
280,1070
281,-846
282,-2678
283,-4253
284,-5423
285,-6071
286,-6134
287,-5616
288,-4551
289,-3052
290,-1262
291,647
292,2490
293,4100
294,5303
295,6003
296,6115
297,5639
298,4619
299,3150
300,1374
301,-531
302,-2387
303,-4019
304,-5264
305,-6001
306,-6165
307,-5734
308,-4757
309,-3317
310,-1573
311,332
312,2198
313,3859
314,5135
315,5922
316,6134
317,5752
318,4818
319,3418
320,1683
321,-214
322,-2091
323,-3769
324,-5090
325,-5916
326,-6176
327,-5843
328,-4952
329,-3587
330,-1876
331,15
332,1906
333,3603
334,4955
335,5831
336,6140
337,5861
338,5010
339,3674
340,1986
341,101
342,-1791
343,-3512
344,-4898
345,-5819
346,-6175
347,-5945
348,-5137
349,-3842
350,-2171
351,-298
352,1604
353,3347
354,4764
355,5726
356,6133
357,5949
358,5187
359,3923
360,2281
361,417
362,-1486
363,-3252
364,-4701
365,-5699
366,-6159
367,-6020
368,-5305
369,-4086
370,-2467
371,-613
372,1293
373,3074
374,4558
375,5600
376,6101
377,6017
378,5348
379,4161
380,2571
381,733
382,-1182
383,-2981
384,-4487
385,-5576
386,-6122
387,-6079
388,-5463
389,-4311
390,-2753
391,-927
392,978
393,2795
394,4343
395,5469
396,6060
397,6074
398,5495
399,4385
400,2856
401,1043
402,-862
403,-2698
404,-4267
405,-5431
406,-6071
407,-6133
408,-5600
409,-4537
410,-3030
411,-1242
412,668
413,2505
414,4112
415,5310
416,6003
417,6113
418,5629
419,4602
420,3131
421,1359
422,-549
423,-2403
424,-4032
425,-5277
426,-6002
427,-6165
428,-5729
429,-4747
430,-3301
431,-1551
432,353
433,2221
434,3874
435,5145
436,5935
437,6134
438,5753
439,4806
440,3401
441,1668
442,-235
443,-2105
444,-3785
445,-5100
446,-5926
447,-6176
448,-5840
449,-4944
450,-3573
451,-1853
452,38
453,1920
454,3620
455,4966
456,5840
457,6139
458,5847
459,4998
460,3655
461,1968
462,82
463,-1815
464,-3529
465,-4914
466,-5823
467,-6176
468,-5941
469,-5125
470,-3823
471,-2154
472,-279
473,1619
474,3363
475,4775
476,5726
477,6135
478,5941
479,5174
480,3908
481,2265
482,396
483,-1506
484,-3267
485,-4717
486,-5714
487,-6165
488,-6018
489,-5292
490,-4069
491,-2448
492,-596
493,1312
494,3092
495,4571
496,5609
497,6111
498,6010
499,5334
500,4153
501,2552
502,716
503,-1196
504,-2998
505,-4507
506,-5584
507,-6129
508,-6080
509,-5452
510,-4298
511,-2737
512,-909
513,1002
514,2814
515,4356
516,5472
517,6064
518,6064
519,5488
520,4378
521,2839
522,1026
523,-886
524,-2711
525,-4283
526,-5438
527,-6072
528,-6131
529,-5597
530,-4523
531,-3012
532,-1221
533,690
534,2524
535,4124
536,5325
537,6008
538,6111
539,5620
540,4590
541,3113
542,1337
543,-567
544,-2422
545,-4045
546,-5278
547,-6013
548,-6166
549,-5725
550,-4732
551,-3287
552,-1529
553,375
554,2235
555,3887
556,5159
557,5936
558,6136
559,5740
560,4792
561,3376
562,1644
563,-253
564,-2126
565,-3798
566,-5110
567,-5927
568,-6180
569,-5836
570,-4932
571,-3555
572,-1836
573,54
574,1941
575,3636
576,4982
577,5843
578,6138
579,5847
580,4984
581,3643
582,1947
583,62
584,-1830
585,-3546
586,-4926
587,-5832
588,-6178
589,-5935
590,-5111
591,-3806
592,-2140
593,-259
594,1634
595,3379
596,4788
597,5739
598,6136
599,5937
600,5165
601,3894
602,2246
603,378
604,-1526
605,-3286
606,-4732
607,-5722
608,-6164
609,-6014
610,-5278
611,-4052
612,-2432
613,-576
614,1335
615,3108
616,4585
617,5619
618,6111
619,6011
620,5331
621,4135
622,2539
623,692
624,-1214
625,-3014
626,-4522
627,-5594
628,-6132
629,-6074
630,-5445
631,-4282
632,-2717
633,-889
634,1023
635,2831
636,4366
637,5482
638,6066
639,6063
640,5481
641,4362
642,2820
643,1005
644,-901
645,-2731
646,-4298
647,-5452
648,-6080
649,-6121
650,-5583
651,-4507
652,-2997
653,-1199
654,708
655,2553
656,4142
657,5333
658,6011
659,6108
660,5614
661,4579
662,3099
663,1321
664,-594
665,-2443
666,-4063
667,-5293
668,-6018
669,-6161
670,-5713
671,-4717
672,-3269
673,-1511
674,395
675,2255
676,3901
677,5170
678,5936
679,6136
680,5733
681,4780
682,3361
683,1625
684,-272
685,-2154
686,-3815
687,-5122
688,-5937
689,-6176
690,-5825
691,-4918
692,-3535
693,-1814
694,72
695,1960
696,3653
697,4990
698,5845
699,6139
700,5840
701,4970
702,3627
703,1925
704,42
705,-1848
706,-3566
707,-4939
708,-5840
709,-6177
710,-5923
711,-5102
712,-3792
713,-2115
714,-237
715,1655
716,3394
717,4804
718,5739
719,6136
720,5929
721,5154
722,3878
723,2226
724,358
725,-1540
726,-3303
727,-4739
728,-5728
729,-6165
730,-6005
731,-5280
732,-4040
733,-2408
734,-554
735,1351
736,3124
737,4597
738,5623
739,6111
740,6007
741,5315
742,4120
743,2523
744,675
745,-1237
746,-3028
747,-4538
748,-5599
749,-6134
750,-6070
751,-5435
752,-4268
753,-2700
754,-870
755,1041
756,2850
757,4383
758,5490
759,6068
760,6064
761,5468
762,4345
763,2805
764,988
765,-926
766,-2748
767,-4311
768,-5457
769,-6087
770,-6123
771,-5581
772,-4493
773,-2983
774,-1181
775,726
776,2569
777,4155
778,5340
779,6012
780,6108
781,5608
782,4562
783,3080
784,1296
785,-612
786,-2463
787,-4081
788,-5305
789,-6021
790,-6157
791,-5707
792,-4702
793,-3254
794,-1492
795,412
796,2272
797,3921
798,5178
799,5947
800,6130
801,5727
802,4764
803,3347
804,1604
805,-291
806,-2170
807,-3835
808,-5129
809,-5939
810,-6178
811,-5820
812,-4906
813,-3520
814,-1798
815,97
816,1979
817,3668
818,5002
819,5856
820,6140
821,5835
822,4965
823,3607
824,1910
825,23
826,-1866
827,-3579
828,-4950
829,-5843
830,-6181
831,-5921
832,-5095
833,-3774
834,-2092
835,-220
836,1677
837,3409
838,4819
839,5753
840,6138
841,5921
842,5143
843,3863
844,2207
845,339
846,-1564
847,-3319
848,-4757
849,-5735
850,-6164
851,-6002
852,-5262
853,-4025
854,-2389
855,-534
856,1367
857,3144
858,4610
859,5637
860,6112
861,5997
862,5310
863,4105
864,2501
865,652
866,-1254
867,-3045
868,-4546
869,-5609
870,-6134
871,-6070
872,-5424
873,-4256
874,-2681
875,-850
876,1057
877,2866
878,4398
879,5500
880,6071
881,6062
882,5463
883,4330
884,2789
885,964
886,-942
887,-2768
888,-4328
889,-5469
890,-6091
891,-6119
892,-5564
893,-4478
894,-2966
895,-1166
896,747
897,2582
898,4169
899,5349
900,6019
901,6104
902,5594
903,4547
904,3065
905,1278
906,-629
907,-2477
908,-4097
909,-5312
910,-6022
911,-6158
912,-5701
913,-4689
914,-3236
915,-1475
916,433
917,2297
918,3933
919,5192
920,5949
921,6127
922,5722
923,4754
924,3332
925,1588
926,-314
927,-2186
928,-3850
929,-5146
930,-5946
931,-6176
932,-5816
933,-4895
934,-3506
935,-1777
936,119
937,1999
938,3683
939,5017
940,5863
941,6140
942,5820
943,4952
944,3594
945,1893
946,4
947,-1892
948,-3600
949,-4963
950,-5854
951,-6180
952,-5911
953,-5080
954,-3759
955,-2076
956,-197
957,1696
958,3427
959,4826
960,5761
961,6136
962,5917
963,5130
964,3846
965,2191
966,317
967,-1584
968,-3335
969,-4765
970,-5742
971,-6168
972,-5999
973,-5255
974,-4008
975,-2374
976,-513
977,1388
978,3161
979,4622
980,5639
981,6111
982,5998
983,5295
984,4090
985,2479
986,631
987,-1274
988,-3067
989,-4558
990,-5614
991,-6134
992,-6064
993,-5411
994,-4240
995,-2663
996,-829
997,1083
998,2888
999,4412
1000,5512
1001,6077
1002,6053
1003,5451
1004,4317
1005,2765
1006,947
1007,-963
1008,-2786
1009,-4340
1010,-5479
1011,-6094
1012,-6120
1013,-5558
1014,-4465
1015,-2946
1016,-1143
1017,768
1018,2600
1019,4184
1020,5364
1021,6027
1022,6101
1023,5593
